pid,mji_cat,fav,label,primary_subject,secondary_subjects,link,link_2,desription,online_access,primary_lang,last_check,physical_loc,order,layout,collection,thumbnail,full
mji60,place_spec,,Romarchive,Romani Music,"Classical, Jazz, Flamenco",https://www.romarchive.eu/en/music/,,"The RomArchive is a curated collection of Romani arts with the mission of preserving, understanding, and constructing narratives around Romani culture. The music collection features curated audio and visual works paired with articles exploring Romani contributions to different regional music and genres. The collection contextualizes the history of the Romani people and how their broad musical influence relates to their existence in Europe.",Full,EN,"October, 2023",,059,mji_item,music_history,/img/derivatives/simple/mji60/thumbnail.jpg,/img/derivatives/simple/mji60/fullwidth.jpg
mji61,place_spec,,BBC Archive Collections - Music,United Kingdom,Popular Music,https://www.bbc.co.uk/archive/collections,https://www.bbc.co.uk/archive/music/zmb2cqt,"The BBC Archive Centre in Perivale, West London, houses most of the BBC Archive collections across 8 vaults and 60 miles of shelving containing 15 million assets. Other stores are held across London, in Caversham near Reading and at other sites around the UK. Selections from these archives are available via this website, organized thematically.",Full,EN,"October, 2023",England,060,mji_item,music_history,/img/derivatives/simple/mji61/thumbnail.jpg,/img/derivatives/simple/mji61/fullwidth.jpg
mji62,place_spec,,The Pirate Archive,United Kingdom,Pirate Radio,https://www.thepiratearchive.net/,,"The Pirate Archive is a tribute to the people who put in the hard work running pirate radio stations in the United Kingdom. It is set up to preserve stories and old recordings of stations from around the country. The archive includes catalogues of pirate stations in the UK with related information including text, audio, and video where available.",Full,EN,"October, 2023",,061,mji_item,music_history,/img/derivatives/simple/mji62/thumbnail.jpg,/img/derivatives/simple/mji62/fullwidth.jpg
mji63,music_ind,,Audio Engineering Society Oral History Project,Music Industry,Audio Engineering,https://www.aes.org/historical/oral/,,A selection of videos from the AES Oral History DVDs featuring innovators from the audio engineering field.,"Partial, Subscription",EN,"October, 2023",,062,mji_item,music_history,/img/derivatives/simple/mji63/thumbnail.jpg,/img/derivatives/simple/mji63/fullwidth.jpg
mji64,music_ind,,World Radio History,Music Industry,"Radio, Music Publications",https://worldradiohistory.com/index.htm,,"Alongside their many archives of music magazines from the US and UK, World Radio History is a collection of publication archives related to broadcasting and the business and technical sides of radio. Their collection of American magazines skews toward early and long running music industry-focused magazines like Billboard, Music Reporter (fka Country Music Reporter), and Record World. Notably, World Radio History also has large archives of UK music magazines New Musical Express and Melody Maker.",Full,EN,"October, 2023",,063,mji_item,music_history,/img/derivatives/simple/mji64/thumbnail.jpg,/img/derivatives/simple/mji64/fullwidth.jpg
mji65,music_ind,,NAMM Library,Music Industry,Recorded Music,https://www.namm.org/library,https://www.namm.org/library/oral-history,"The NAMM Oral History Collection is focused on the history of music industry as told by those who took part and features narratives that cover innovative creations, the evolution of musical instruments, the ever-changing world of music retail, as well as the collective quest to improve music education around the globe. Oral History participants have come from 79 different countries, 49 U.S. states and were born between 1896 and 1997. The website features extracts from some of the 4,000 interviews in the collection.",Partial,EN,"October, 2023","Carlsbad, CA",064,mji_item,music_history,/img/derivatives/simple/mji65/thumbnail.jpg,/img/derivatives/simple/mji65/fullwidth.jpg
mji66,music_ind,,EMI Archive Trust,Music Industry,EMI,https://www.emiarchivetrust.org,,"The EMI Group of companies gifted much of their assets which originated before 1947 to the Trust. The purpose of the Trust is “the advancement of education and research and, in particular, to foster and promote the study and appreciation of the art techniques and development of sound recording and the history of the sound recording industry”. The collections start with the early recorded music industry and the role that EMI (originally The Gramophone Company) played in the emerging industry’s development and globalisation, from 1897 through to 1946.",Catalogue only,EN,"October, 2023","London, England",065,mji_item,music_history,/img/derivatives/simple/mji66/thumbnail.jpg,/img/derivatives/simple/mji66/fullwidth.jpg
mji67,music_pub,,The Village Voice,Music Publications,New York City,https://news.google.com/newspapers?nid=KEtq3P1Vf8oC&dat=19601215&b_mode=2&hl=en,,"Founded in 1955, The Village Voice is heralded as the first alt-weekly newspaper in America. Alt-weeklies that followed mimicked the form of The Village Voice in its focus on local cultural coverage and progressive stances on LGBT rights, politics, and real estate development, to name a few. The Village Voice was published until 2017 when it took a hiatus until 2021 under new ownership as a quarterly publication. This archive includes a majority of the early issues and sporadic issues over the newspaper’s lifespan.",Full,EN,"October, 2023",,066,mji_item,music_history,/img/derivatives/simple/mji67/thumbnail.jpg,/img/derivatives/simple/mji67/fullwidth.jpg
mji68,music_pub,,Dance Music Report Archive,Music Publications,Electronic Music,https://ultramaroon.net/dance-music-report/,,"Dance Music Report was a DJ Magazine that was popular in the 1980s to the early 1990s. It was the alternative to Billboard and featured Hi-NRG and Dance Charts and info for DJs. This is a fan-run partial archive containing issues of DMR, DMR Charts, and issues of Harmonic Keys, a short-lived service from 1986 that listed the keys for popular dance tracks. All files available as PDF.",Full,EN,"October, 2023",,067,mji_item,music_history,/img/derivatives/simple/mji68/thumbnail.jpg,/img/derivatives/simple/mji68/fullwidth.jpg
mji69,music_pub,,Faith Fanzine,Music Publications,"Electronic Music, House",https://www.faith.london/,,"Originally founded in 1999, Faith ran for 13 years as a publication dedicated to house music. Beyond the fanzine, Faith also threw and promoted club nights that purported to not be a superclub, not have any corporate sponsorship, and not have DJs that travel in jets. In 2020, it was announced Faith would return as a physical magazine in partnership with London house label Defected. The Faith archive has digital copies of all issues from 1999 up to the revival of the fanzine. There is also an events directory, playlists, their radio program, and music released under their record label imprint.",Full,EN,"October, 2023",,068,mji_item,music_history,/img/derivatives/simple/mji69/thumbnail.jpg,/img/derivatives/simple/mji69/fullwidth.jpg
mji70,music_pub,,Muzik Magazine,Music Publications,Electronic Music,http://www.muzikmagazine.co.uk/,,"Muzik Magazine was a British dance music magazine that ran from 1995 to 2003. It mainly featured interviews, reviews, and news surrounding major dance music figures, but cover stars near the end of its run also included the likes of Erykah Badu and Eminem. Muzik also featured extensive coverage of the culture surrounding electronic music through topics like the best clubs in the world, new drugs that had permeated the scene, and reader surveys. This archive features a PDF copy of all 99 issues of Muzik.",Full,EN,"October, 2023",,069,mji_item,music_history,/img/derivatives/simple/mji70/thumbnail.jpg,/img/derivatives/simple/mji70/fullwidth.jpg
mji71,music_pub,,New On The Charts,Music Publications,"Popular Music, Music Industry",https://www.notc.com/,,"Originally established in 1976, New On The Charts was a subscription-based music business information service used by executives at both major and indie record companies and music publishing firms, professional songwriters and producers, talent managers and ad agencies, as well as numerous other music-related businesses. The website includes a detailed compilation of the publication’s history and access to every issue published between 1976 and 2011.","Catalogue, Subscription",EN,"October, 2023",,070,mji_item,music_history,/img/derivatives/simple/mji71/thumbnail.jpg,/img/derivatives/simple/mji71/fullwidth.jpg
mji72,music_pub,,RIPM Jazz,Music Publications,Jazz,https://ripmjazz.org/,,"The RIPM Jazz Periodicals Archive is a collection of 105 Jazz periodicals dating from 1914 to 2006. RIPM (Le Répertoire international de la presse musicale) is dedicated to producing high quality scans of magazines to provide a long-lasting digital record of jazz specific press.
Periodicals in the archive are available as high resolution scans with regular additions made.","Catalogue, Subscription",EN,"October, 2023",,071,mji_item,music_history,/img/derivatives/simple/mji72/thumbnail.jpg,/img/derivatives/simple/mji72/fullwidth.jpg
mji73,music_pub,,"Coda Magazine, The Journal of Jazz & Improvised Music",Music Publications,"Jazz, Canada",https://coda1958.com/archives.php,https://archive.org/details/pub_coda-magazine,"Coda Magazine was a bi-monthly Canadian music magazine published from 1958 through 2009. Coda included interviews, feature articles, reviews, and news both focused on jazz in Canada as well as the international growth of the genre. An archive of over 200 issues from 1973 to 2008 was initially available via the Internet Archive but was empty as of 2023. The IA collection currently points to an official website which includes part of the archive in text format.",Partial,EN,"October, 2023",,072,mji_item,music_history,/img/derivatives/simple/mji73/thumbnail.jpg,/img/derivatives/simple/mji73/fullwidth.jpg
mji74,music_pub,,Downbeat Magazine,Music Publications,"Jazz, Blues",https://archive.org/details/pub_down-beat,https://downbeat.com/archives,"DownBeat is a music magazine focused on “blues, jazz, and beyond” established in 1934 in Chicago, Illinois. This archive was established in March of 2021 and currently contains microfilm scans of issues from 1937 to 1961. DownBeat features extensive news, reviews, and interviews as well as annual readers’ and critics’ polls. Winners of both polls make up the DownBeat Jazz Hall of Fame. Despite being listed on the Internet Archive as Down Beat 1937-2014, the archive currently spans all issues from 1937 to 1961 with additional recent issues from the 2000s and 2010s available via the magazine’s website.",Full,EN,"October, 2023",,073,mji_item,music_history,/img/derivatives/simple/mji74/thumbnail.jpg,/img/derivatives/simple/mji74/fullwidth.jpg
mji75,music_pub,,Blues & Soul Magazine,Music Publications,"Hip-Hop, Soul, Blues",http://www.bluesandsoul.com/archives/,,"Founded in 1967, Blues & Soul is a British music magazine focused on hip-hop, R&B, dance, soul, funk, jazz, and blues. Alongside interviews, reviews, and event coverage, Blues & Soul also became notorious for their charts and polls. As of 2011, the magazine relaunched their print publication to run every other month. This archive has full issues of the print magazine dating back to 2007.",Full,EN,"October, 2023",,074,mji_item,music_history,/img/derivatives/simple/mji75/thumbnail.jpg,/img/derivatives/simple/mji75/fullwidth.jpg
mji76,music_pub,,Vibe Magazine,Music Publications,"Hip-Hop, R&B",https://archive.org/search.php?query=creator%3A%22Vibe+Media+Group%22,,"Vibe Magazine is a music and entertainment publication focused on R&B, hip-hop, and Black culture. It was founded in 1993 by music producers Quincy Jones and David Salzman and was published in print until 2014. Vibe’s brand expanded beyond the traditional features, reviews, and interviews into its own award show, Best Rapper Alive Tournament, and special editions like Vibe Vixen which focused on beauty, fashion, and other traditional women’s magazine content. An archive of print issues published from 1993 to 2008 was originally available via Google Books but as of June 2022 is no longer included in that library. Currently only the Internet Archive still offers a mirror containing 70 issues from that period.",Partial,EN,"October, 2023",,075,mji_item,music_history,/img/derivatives/simple/mji76/thumbnail.jpg,/img/derivatives/simple/mji76/fullwidth.jpg
mji77,music_pub,,Rave Archive,Music Publications,Electronic Music,http://ravearchive.com/,,Fan-curated collection of zines and audio recordings about the 1990s rave scene. Includes issues of Rave Scene and German magazines like Frontpage and Groove. All files are hosted via the Internet Archive.,Full,EN,"October, 2023",,076,mji_item,music_history,/img/derivatives/simple/mji77/thumbnail.jpg,/img/derivatives/simple/mji77/fullwidth.jpg
mji78,music_pub,,Smash Hits,Music Publications,"Popular Music, Rock",https://michaelmouse1967.wixsite.com/smashhits-remembered,https://archive.org/details/smash-hits,"Smash Hits was a UK based pop music magazine aimed at teenagers and young adults. The magazine ran from 1979 to 2006 before ceasing production. Smash Hits provided interviews, lyrics, photos, and pop music news. This archive includes all issues of Smash Hits including auxiliary international versions, post mortem special issues, year books, and sticker books. There are also links to a documentary about the magazine, photos of other memorabilia, and a record of readers’ polls and tour programs. Some issues are also available on the Internet Archive.",Full,EN,"October, 2023",,077,mji_item,music_history,/img/derivatives/simple/mji78/thumbnail.jpg,/img/derivatives/simple/mji78/fullwidth.jpg
mji79,music_pub,,Spin Magazine,Music Publications,"Alternative, Popular Music",https://books.google.com/books?id=HTMuhxamaFEC&source=gbs_all_issues_r&cad=1&atm_aiy=1980#all_issues_anchor,https://archive.org/details/spinmagazine,"SPIN was founded in 1985 as a publication focused on indie rock, hip-hop, and other underground alternative genres. In addition to news, reviews, features, and interviews related to music, the magazine also published articles about greater alternative cultural phenomena and politics. This archive encompasses all physical issues of the magazine from 1985 to 2012 when the magazine transitioned into a fully online publication.",Full,EN,"October, 2023",,078,mji_item,music_history,/img/derivatives/simple/mji79/thumbnail.jpg,/img/derivatives/simple/mji79/fullwidth.jpg
mji80,music_pub,,Select Magazine Scans,Music Publications,"Popular Music, Britpop",http://selectmagazinescans.monkeon.co.uk/,,"Select Magazine was a British music magazine that predominantly covered Britpop from the mid-90s to 2001. While not a complete collection, this archive provides scans of main features and articles from every issue of the magazine. It also has scans of every installment of main recurring columns.",Full,EN,"October, 2023",,079,mji_item,music_history,/img/derivatives/simple/mji80/thumbnail.jpg,/img/derivatives/simple/mji80/fullwidth.jpg
mji81,music_pub,,Rock Scene,Music Publications,"Rock, Glam Rock, Punk",http://www.rockscenester.com/,,"Published from 1973 to 1982, Rock Scene documented the rise of glam and punk rock. The magazine acted as a sort of hybrid between fanzine and tabloid. Rock Scene’s content was known for featuring backstage and after party photos among tour scrapbooks, interviews, and cover stars like David Bowie, KISS, Aerosmith, Elton John, and The New York Dolls. All issues of Rock Scene in this archive were originally available via a Flash plugin and are now included in a single, searchable PDF file.",Full,EN,"October, 2023",,080,mji_item,music_history,/img/derivatives/simple/mji81/thumbnail.jpg,/img/derivatives/simple/mji81/fullwidth.jpg
mji82,music_pub,,Trouser Press,Music Publications,"Rock, Punk",https://trouserpress.com/,,"Initially self-described as “America’s Only British Music Magazine,” Trouser Press was a New York-based music magazine that focused on the growing British, and later American, rock and punk scenes. In 1983, Trouser Press published the first Trouser Press Record Guide. They would go on to publish five lengthy books of album reviews over the following 15 years. In 2020, Trouser Press relaunched as an online publication. This archive includes all 95 print issues of Trouser Press from 1974 to its closure in 1984 and a description of how each cover came to be, as well as anything particularly notable inside.",Full,EN,"October, 2023",,081,mji_item,music_history,/img/derivatives/simple/mji82/thumbnail.jpg,/img/derivatives/simple/mji82/fullwidth.jpg
mji83,music_pub,,Bizz Archive,Music Publications,"Rock, Brazil",https://revistabizz.blogspot.com/p/todas-as-edicoes.html,,"Bizz Magazine was a Brazilian music magazine started in 1985 following the dissolution of Brazil’s military dictatorship. Seeing an explosion of youth culture at the first Rock In Rio festival and a desire among that youth to learn about music, the magazine focused on coverage tailored to rock of the time both in Brazil and abroad. At the time of writing, this archive features digitized copies of a majority of the 192 issues alongside special editions with more narrow coverage.",Full,BR,"October, 2023",,082,mji_item,music_history,/img/derivatives/simple/mji83/thumbnail.jpg,/img/derivatives/simple/mji83/fullwidth.jpg
mji84,music_pub,Y,El Expreso Imaginario,Music Publications,"Rock, Argentina",http://laexpresoimaginario.blogspot.com/,https://archive.org/details/expresoimaginario,"Founded in 1976 at the beginning of a military dictatorship that ruled over Argentina, El Expreso Imaginario was a magazine based around the music and progressive arts and culture of the country. With its signature illustrated covers, the magazine focused on covering the growing rock scene in Argentina and other similarly occupied South American countries alongside the greater American and British scenes. Due to the heavy censorship of the time, El Expreso Imaginario is remembered as much for providing an alternative, progressive point of view as it is for music coverage. This archive provides PDF copies of all 78 issues of El Expreso Imaginario, ranging from 1976 to 1983, as well as an extensive history of the magazine, the people who made it, and the atmosphere of Argentina at the time.",Full,AR,"October, 2023",,083,mji_item,music_history,/img/derivatives/simple/mji84/thumbnail.jpg,/img/derivatives/simple/mji84/fullwidth.jpg
mji85,music_pub,,Plan B Magazine,Music Publications,"Indie, Alternative",https://archive.org/details/planb-magazine,,"Plan B was a London based monthly music magazine that was published from 2004 to 2009. The magazine mainly covered independent artists and featured major indie acts of the aughts such as cover stars Grizzly Bear, Cat Power, Silver Jews, Dirty Projectors, and more. This archive spans all 46 issues of the magazine.",Full,EN,"October, 2023",,084,mji_item,music_history,/img/derivatives/simple/mji85/thumbnail.jpg,/img/derivatives/simple/mji85/fullwidth.jpg
mji86,music_pub,,Theatre Arts Magazine,Music Publications,"Theatre, Classical",https://archive.org/details/pub_theatre-arts,,"Running from 1916 to 1964, Theatre Arts was a monthly magazine that acted as a guide to modern theatre of the day. As time went on, the magazine encompassed dance and music as well as traditional theatre in its coverage and criticism. This archive features over 500 complete issues spanning each year of its publication.",Full,EN,"October, 2023",,085,mji_item,music_history,/img/derivatives/simple/mji86/thumbnail.jpg,/img/derivatives/simple/mji86/fullwidth.jpg
mji87,music_pub,,Ebony,Music Publications,"Soul, R&B",https://books.google.com/books/about/Ebony.html?id=QoVz2rpp-skC,,"Founded in 1945, Ebony Magazine has covered far reaching aspects of African American culture, especially focused on politics, civil rights, and pop culture. In its music coverage, Ebony has highlighted Black musicians with iconic covers and cover stories for over 75 years. This archive hosted on Google Books encompasses digitized copies of the formerly monthly print magazine from 1959 to 2008.",Full,EN,"October, 2023",,086,mji_item,music_history,/img/derivatives/simple/mji87/thumbnail.jpg,/img/derivatives/simple/mji87/fullwidth.jpg
mji88,music_pub,,Billboard,Music Publications,Music Industry,https://books.google.it/books/about/Billboard.html?id=pBQEAAAAMBAJ&redir_esc=y,https://onlinebooks.library.upenn.edu/webbin/serial?id=billboard,"Now in its 114th year, Billboard is one of the best known music industry publications and its charts are among the most referenced. Google Books offers a fully searchable archive of the magazine going back to the 1940s while the Internet Archive has scans going back to the 1890s.",Full,EN,"October, 2023",,087,mji_item,music_history,/img/derivatives/simple/mji88/thumbnail.jpg,/img/derivatives/simple/mji88/fullwidth.jpg
mji89,music_pub,,Nightshift Magazine,Music Publications,UK,http://nightshiftmag.co.uk/,,"Nightshift is a free monthly music magazine based in Oxford, England. Nightshift has a history of focusing on covering local British acts, promoting shows in the area, and reviewing demos. While the magazine has been published since 1991, this digital archive encompasses every issue from 2005 forward.",Full,EN,"October, 2023",,088,mji_item,music_history,/img/derivatives/simple/mji89/thumbnail.jpg,/img/derivatives/simple/mji89/fullwidth.jpg
mji90,music_pub,,Independent Voices: Campus Underground Collection,Music Publications,United States,https://www.jstor.org/site/reveal-digital/independent-voices/campus-underground/,,"The Campus Underground is a series of influential college town and campus newspaper archives collected as a part of Reveal Digital’s greater Independent Voices collection. Alongside over 75 others, iconic papers such as The Los Angeles Free Press, Berkeley Barb, East Lansing’s The Paper, and Detroit’s Fifth Estate all have extensive archives available to the public. Like alt-weeklies and other alternative news publications, each has extensive arts and culture sections specific to their respective locales.",Full,EN,"October, 2023",,089,mji_item,music_history,/img/derivatives/simple/mji90/thumbnail.jpg,/img/derivatives/simple/mji90/fullwidth.jpg
mji91,music_pub,Y,mu:zines,Music Publications,"Music Production, Electronic Music, Rock, Pop",http://www.muzines.co.uk/mags,,"mu:zines is a non-commercial, labour-of-love archive project to collect, scan and re-publish old music production magazines in an accessible, and searchable form, for reference and general interest purposes. The site currently features extensive issues of Sound On Sound, Electronic Music Maker, and Music Technology alongside other publications.",Full,EN,"October, 2023",,090,mji_item,music_history,/img/derivatives/simple/mji91/thumbnail.jpg,/img/derivatives/simple/mji91/fullwidth.jpg
mji92,pop_music,Y,The Black Music History Library,Popular Music,Black Music,https://blackmusichistorylibrary.com/,,"The Black Music History Library is a collection of books, articles, documentaries, series, podcasts and more. The collection spans a wide range of genres starting in the 1800s through present day focusing on an expanded view of Black music. The stated mission of The Black Music History library is to “address any instances in which Black participation led to the creation or innovation of music across the diaspora” to reframe Black music as fundamental to the development of American, Latinx, and popular music as we know them today. The site is broken down by genre. Each section is further organized chronologically with resources of particular note labeled with a star and resources with Black authors highlighted. Aside from the collection itself, the site contains directories of Black music journalists, music scholars, and additional relevant websites.",Full,EN,"October, 2023",,091,mji_item,music_history,/img/derivatives/simple/mji92/thumbnail.jpg,/img/derivatives/simple/mji92/fullwidth.jpg
mji93,music_ind,,EMI Music Canada Archive,Music Industry,Canada,https://digitalcollections.ucalgary.ca/Package/2R340822NOZP,,"On March 31, 2016, the University of Calgary announced that Universal Music Canada has donated the archive of EMI Music Canada to the university’s Libraries and Cultural Resources. This gift gives students, researchers and music fans around the world access to documentation of more than half a century of contemporary music spanning a range of genres. The digital collection features part of the archive.","Partial, Catalogue",EN,"October, 2023","Calgary, Canada",092,mji_item,music_history,/img/derivatives/simple/mji93/thumbnail.jpg,/img/derivatives/simple/mji93/fullwidth.jpg
mji94,pop_music,,Great American Songbook Archives & Library,Popular Music,United States,https://thesongbook.org/archives-library/inside-the-archives/,,"The Great American Songbook Archives & Library exists to preserve the physical artifacts of the Songbook so that current and future generations can experience them. It is the only facility dedicated to preserving the Great American Songbook. The Great American Songbook Foundation Library and Archives was created in 2008 with the receipt of the Gus Kahn and Donald Kahn Collections. Since that date, it has expanded to include the collections of Hy Zaret, Meredith Willson, Ray Charles (the arranger) and numerous others. Library collections include LPs donated by Will Friedwald and Didier Deutsch, as well as books, CDs, DVDs and more. The library and archives works to serve the teaching and research needs of its user communities by collecting as comprehensively as possible those materials that have enduring value to documenting the history of American popular music.",Catalogue only,EN,"October, 2023","Carmel, IN",093,mji_item,music_history,/img/derivatives/simple/mji94/thumbnail.jpg,/img/derivatives/simple/mji94/fullwidth.jpg
mji95,pop_music,,Archives of African American Music and Culture,Popular Music,"Hip-Hop, Classical",https://aaamc.indiana.edu/,,"Established in 1991, the Archives of African American Music and Culture (AAAMC) is a repository of materials covering a range of African American musical idioms and cultural expressions from the post-World War II era. The collections highlight popular, religious, and classical music, with genres ranging from blues and gospel to R&B and contemporary hip hop. The AAAMC also houses extensive materials related to the documentation of Black radio.","Partial, Catalogue",EN,"October, 2023","Bloomington, IN",094,mji_item,music_history,/img/derivatives/simple/mji95/thumbnail.jpg,/img/derivatives/simple/mji95/fullwidth.jpg
mji96,pop_music,,Womxn Who Rock Digital Oral History Archive,Popular Music,"Women in Music, Hip-Hop, Punk",https://content.lib.washington.edu/wwrweb/,,"Womxn Who Rock brings together scholars, musicians, media-makers, performers, artists, and activists to explore the role of women and popular music in the creation of cultural scenes and social justice movements in the Americas and beyond. This multifaceted endeavor reshapes conventional understandings of music and cultural production by initiating collective methods of research, teaching, and community and scholarly collaboration. The project encompasses several interwoven components: an annual participant-driven, community engagement conference and film festival; project-based coursework at the graduate and undergraduate levels; and an oral history archive that ties the various components together.",Full,EN,"October, 2023","Seattle, WA",095,mji_item,music_history,/img/derivatives/simple/mji96/thumbnail.jpg,/img/derivatives/simple/mji96/fullwidth.jpg
mji97,punk_hard_met,,DC Punk Archive,Punk,"District of Columbia, Music Publications",https://digdc.dclibrary.org/islandora/object/dcplislandora%3A236691,,"A part of the DigDC archives at the DC Public Library, The DC Punk Archive encompasses a Punk Zine Library as well as a collection of fliers, posters, and programs. The zine library is a collection of digitized zines available to the general public based around the DC punk music scene. The collection predominantly features zines made in the 1980s but encompasses works from 1970 to present day. The collection of posters and fliers features a record of live music in DC as well as mission statements, record inserts, and other ephemera ranging from the 1970s to present day.",Full,EN,"October, 2023",Washington D.C.,096,mji_item,music_history,/img/derivatives/simple/mji97/thumbnail.jpg,/img/derivatives/simple/mji97/fullwidth.jpg
mji98,punk_hard_met,,Digital Fanzine Preservation Society,Punk,"Hardcore, Music Publications",https://archive.org/details/digitalfanzinepreservationsociety?&sort=-week&page=2,,The Digital Fanzine Preservation Society was a blogspot dedicated to digitizing a collection of punk and hardcore fanzines. The collection was created between 2009 and 2011 and contains over 100 zines from the early 2000s.,Full,EN,"October, 2023",,097,mji_item,music_history,/img/derivatives/simple/mji98/thumbnail.jpg,/img/derivatives/simple/mji98/fullwidth.jpg
mji99,punk_hard_met,,HeartattaCk Fanzine,Punk,Music Publications,http://www.heartattackarchive.com/,,HeartattaCk was a punk zine published from 1994 to 2006 that focused on hardcore with an anti-consumerist bend. HeartattaCk was one of the major punk-focused fanzines of the 90s alongside Maximumrocknroll and Punk Planet. This archive contains PDFs of every issue published over the zine’s 12-year run.,Full,EN,"October, 2023",,098,mji_item,music_history,/img/derivatives/simple/mji99/thumbnail.jpg,/img/derivatives/simple/mji99/fullwidth.jpg
mji100,punk_hard_met,,Maximum Rocknroll,Punk,"Hardcore, Music Publications",https://archive.org/details/maximumrnr,,"Maximum Rocknroll, also stylized maximumrocknroll, was a non-profit punk zine based in San Francisco. It was published in print from 1982 until 2019 when the team transitioned into focusing on just online reviews and their radio show. In its traditional format, the fanzine was focused mainly on interviews and reviews with other features like op-eds, news roundups and international contributors’ essays. This archive provides almost 400 scanned copies of the zine spanning 1982 to 2018.",Full,EN,"October, 2023",,099,mji_item,music_history,/img/derivatives/simple/mji100/thumbnail.jpg,/img/derivatives/simple/mji100/fullwidth.jpg
mji101,punk_hard_met,,Punk Planet Archive,Punk,"Music Publications, Chicago",https://archive.org/details/punkplanet?tab=collection,,"Punk Planet was a punk zine based out of Chicago, Illinois running from 1994 to 2007. Punk Planet covered exclusively independently released albums in characteristically lengthy reviews sections alongside interviews and articles concerning media criticism, labor issues, and feminism. Punk Planet approached their coverage through the lens of punk as a greater subculture rather than merely a youth centered genre of music, an approach that shows in their commitment to a broad range of independent arts and interviews typically concerned with the intentions of the artist. The Punk Planet archive contains full color scans of all 80 issues of the zine.",Full,EN,"October, 2023",,100,mji_item,music_history,/img/derivatives/simple/mji101/thumbnail.jpg,/img/derivatives/simple/mji101/fullwidth.jpg
mji102,punk_hard_met,,Razorcake,Punk,"Music Publications, Los Angeles",https://razorcake.org/category/read/back-issue-pdfs/,,"Razorcake is a Los Angeles based, non-profit punk fanzine that was started in 2001. The zine is focused on DIY ethics, community growth, and progressive politics in its coverage as well as advertisement and distribution practices. This archive features all print issues of the zine.",Full,EN,"October, 2023",,101,mji_item,music_history,/img/derivatives/simple/mji102/thumbnail.jpg,/img/derivatives/simple/mji102/fullwidth.jpg
mji103,punk_hard_met,,Southern Punk Archive,Punk,"Hardcore, American South",http://www.southernpunkarchive.com,,"The Southern Punk Archive is an archival initiative looking to document stories and ephemera from punk in the American South. The goal of the archive is to make note of the regional identity, traditions, and historical significance of the American South on punk and hardcore. It features video and audio materials.",Full,EN,"October, 2023",,102,mji_item,music_history,/img/derivatives/simple/mji103/thumbnail.jpg,/img/derivatives/simple/mji103/fullwidth.jpg
mji104,punk_hard_met,,Sparrow’s Nest Library Archive,Punk,"Music Publications, East Midlands",https://thesparrowsnest.org.uk/,,"The Sparrow’s Nest Library is a collection of zines and magazines focused on anarchism in the UK as well as the history of protest and radicalism focused on the East Midlands region of England. Alongside the large collection of politically focused zines, Sparrow’s Nest is home to many fanzines surrounding the anarcho-punk scene of the region.",Full,EN,"October, 2023",,103,mji_item,music_history,/img/derivatives/simple/mji104/thumbnail.jpg,/img/derivatives/simple/mji104/fullwidth.jpg
mji105,punk_hard_met,Y,Women in L.A. Punk Archive,Punk,"Rock, Los Angeles",https://alicebag.com/women-in-la-punk,,A personal archive of interviews with women involved in the Los Angeles punk scene curated by Alice Bag and hosted on her personal website. The archive consists primarily of interviews between Bag and the subjects with some photography and videos.,Full,EN,"October, 2023",,104,mji_item,music_history,/img/derivatives/simple/mji105/thumbnail.jpg,/img/derivatives/simple/mji105/fullwidth.jpg
mji106,punk_hard_met,,Encyclopaedia Metallum: Metal Archives,Metal,,https://www.metal-archives.com/,,"Encyclopaedia Metallum is an archive of information on thousands of metal bands and labels as well as a forum and review site. The website lists extensive information on each band including the specific subgenre, status, country of origin, members, and social media among any other information available.",Full,EN,"October, 2023",,105,mji_item,music_history,/img/derivatives/simple/mji106/thumbnail.jpg,/img/derivatives/simple/mji106/fullwidth.jpg
mji107,rec_music,,Boston Public Library Vinyl LP Collection,Recorded Music,,https://archive.org/details/vinyl_bostonpubliclibrary,,"The Boston Public Library (BPL) sound collection includes hundreds of thousands of audio recordings in a variety of historical formats, including wax cylinders, 78 rpms, and LPs. The recordings span many genres, including classical, pop, rock, jazz, and opera – from 78s produced in the early 1900s to LPs from the 1980s. These recordings have never been circulated and were in storage for several decades, uncataloged and inaccessible to the public. By collaborating with the Internet Archive, Boston Public Libraries audio collection can be heard by new audiences of scholars, researchers and music lovers worldwide.",Full,EN,"October, 2023","Boston, MA",106,mji_item,music_history,/img/derivatives/simple/mji107/thumbnail.jpg,/img/derivatives/simple/mji107/fullwidth.jpg
mji108,rec_music,,Rodgers And Hammerstein Archives of Recorded Sound,Recorded Music,,https://www.nypl.org/about/divisions/rodgers-and-hammerstein-archives-recorded-sound,,"The Rodgers and Hammerstein Archives of Recorded Sound of The New York Public Library is one of the richest resources of recorded sound in the world. The Archives' holdings cover virtually every aspect of recorded sound—from Mozart to Maria Callas to Motown, from symphonic works to presidential speeches, from radio dramas to television specials. A vital research facility for performers, musicians, scholars, critics, and the recording industry, the collection also plays a leadership role in developing technology that allows for the transfer of sound from obsolete to accessible formats. The Archives contains approximately 700,000 recordings and more than 100,000 printed items. Resources—available for study free of charge.",None,EN,"October, 2023","New York City, NY",107,mji_item,music_history,/img/derivatives/simple/mji108/thumbnail.jpg,/img/derivatives/simple/mji108/fullwidth.jpg
